Text,Level,A1,A2,B1,B2,C1,C2,Labels,Text Count
It has over 100 locations in Canada as well as some in the United States . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Sex selection is not new . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
"The statue is one of the most popular tourist destinations in Germany with over 130,000 visitors a year . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
"The first trailer for the new movie was released on February 5 , 2015 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Unemployment among a large portion of the population is part of the reason for crime . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
The tornado was estimated to have been an F4 on the Fujita scale . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"It is possible to fire a light machine gun from the hip , or on the move . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"Due to the worldwide spreading of the memorial culture surrounding Hiroshima , similar ceremonies are held across the globe . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
The thermal efficiency of a heat engine is the percentage of heat energy that is transformed into work . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
A total of thirteen people have served as Prime Minister of Upper Volta  Burkina Faso . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Greek philosophy is one of the foundations of Western culture . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The college has 926 faculty and staff . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Final development of the M1918A2 was authorized on 30 June 1938 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"As of February 2016 , more than 1. 3 million websites use Drupal . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Exploring the mines is not allowed by the prefecture and people caught get heavy fines . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Most of the principal buildings of the castle date from the fifteenth and sixteenth centuries . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
There are many causes of kidney disease . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
"Most spiders have four pairs of eyes on the top-front area of the body , arranged in patterns that vary from one family to another . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",26
People cannot agree if parents should appear naked in front of their children . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"In the Meiji period , sports which were imported from the West became popular . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Both species of kangaroo mouse live in sandy desert ecosystems . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Juvenile birds do not have the white patches on either side of the neck . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Their skin is thin and soft with shiny hair . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The rules currently used for the sport are based on the old rules . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The conference happens every year from December 28 to January 1 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
There are two versions of the video . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
He almost died of hunger . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
The stories of his travels were told in a number of different books . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"Like Chinese , Japanese also does not use spacing in its writing . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The band initially planned to record their debut album in the space of two weeks . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
The quintet decided to make this project serious and record an album . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Names shown in bold means the airport has scheduled passenger service on commercial airlines . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Parkinson 's disease can cause the brain to not respond . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"In 1997 a major fire burned about 1,435 km2 of the forest . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
"In many countries , a secretary of state is a mid-level official . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Credits adapted from West 's official website . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Many things can play a part in a player 's success in arm wrestling . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"In straight pool , the person shooting may attempt to pocket any ball on the table . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
In the game you have option of playing as selected celebrities and professionals from the show . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
"During the second half of the 20th century , many people went to the country counties from nearby cities . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
"Strebelle was a knwon artist for more than 65 years , and his works are found in private collections and public settings around the world . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",26
Peer-reviewed test methods have been published by government agencies and private research organizations . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
Lobsters usually move slowly by walking on the bottom of the sea floor . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"The best-known version is the soul food version , which uses fried chicken . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The most common chicken and waffle pairing comes from the American soul food tradition and uses fried chicken . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
The top of a pass is often the only flat ground in the area so it is often a good site for buildings . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",24
One of the problems with the plan was the availability of landing ships . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"Otherwise , companies in France was looking for graduated students with specialized skills , for jobs in key sectors . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
Real 's traditional away colors are all blue or all purple . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"From time to time , individuals joined the Order by special permission . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
"Though she did not fight in any large battles , her story inspired many works of art and literature . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
One of the most famous traditions is leaving a tooth under a pillow for the tooth fairy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"In most games today , the first part has been sung , then the chorus two times . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"Facilities for visitors around the lake include camping areas , picnic areas , toilets and barbecues . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
"Deep frying produces large amounts of waste oil , which must be disposed of properly . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
It is the 18th largest edition by article count . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"It currently has articles , making it the 18th largest Wikipedia by article count . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
The competition at this phase is organized by the county football associations . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The series also featured at least one significant cameo role per episode . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Captive breeding is difficult , partly because of the relatively infrequent breeding cycle . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"A flash flood on 16 August 2004 , caused extensive damage to the village . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The concepts of angle and radius were already used by ancient peoples of the first millennium BC . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"Traditionally , the Japanese considered it disrespectful to call any person by his given name , and more so for a person of noble rank . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
Hemp is one of the oldest plants humans have grown and used . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"The role of the British prime minister 's spouse is not an official office and , as such , they are not given a salary or official duties . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
An airplane makes forward thrust when air is pushed in the direction opposite to flight . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
His early work was on the conductivity of electrolytes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"The greater roadrunner nests on a platform of sticks low in a cactus or a bush and lays three to six eggs , which hatch in 20 days . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
"People with hepatitis A should rest , drink a lot of water and avoid alcohol . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The main goals of earthquake engineering are  A properly engineered structure does not necessarily have to be extremely strong or expensive . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Members of the order are wingless even as adults , making them relatively difficult to identify . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Spyros Kyprianou died on 12 March 2002 after a long fight with prostate cancer . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The right to die is very controversial . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
The school has co-curricular activities A drama was filmed in 2005 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The idea of a general bypass around London was first proposed early in the 20th century . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Most victims of the genocide were killed in their own villages . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The high prevalence of people from the West on this list may be due to societal attitudes toward homosexuality . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
True book - borers are uncommon . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
"His ability as tenor let him record twelve albums of romantic songs , as well as three albums of poetry and fourteen books to tape . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
The throne is seen as a symbol of authority . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
An anime based on this manga aired between April and July 2011 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Canyoning can be dangerous . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",5
The skull protects the brain and the ribs protect the heart and lungs . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Coupled with the expansion and expanded menu came the outsourcing of baked goods . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
English - language anime forums adopted those Japanese-style emoticons that could be used with the standard ASCII characters available on Western keyboards . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"Like most rattlesnakes they live on land , and are not good climbers . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Insight can be conceptualized as a two phase process . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
The bush rat is found primarily in the coastal regions of south and eastern Australia . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Milch has bipolar disorder . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",5
A moment of silence is a common way to remember tragedies . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Thousands of tributes from around the world were posted on the internet . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Although animals have never have wheels for locomotion , some animals will move by rolling their whole body . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
There are at least 33 islands in the atoll . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Males and females have different vocal fold sizes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
"Environmental chemistry involves first understanding how the uncontaminated environment works , which chemicals in what concentrations are present naturally , and with what effects . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"Outside France , baguettes are also made with other doughs . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Ice sheets are larger than ice shelves or alpine glaciers . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"At 05  45 on May 23 , 1944 , 1,500 Allied artillery pieces started bombing . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Naturally occurring cadmium is composed of 8 isotopes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
The trust operates one of the most visited museums in the United States and gets 1. 3 million visitors per year . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
Some salamander species use tail autotomy to escape predators . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"In drinking water , the higher the turbidity level , the higher the risk that people may develop diseases . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Letter frequency distributions are also used in frequency analysis to crack ciphers , and are used to compare the relative frequency of letters in different languages . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"His first presidential term was marked by a severe economic crisis , social unrest and violence . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"To swim , the nautilus draws water into and out of the living chamber with its hyponome , which uses jet propulsion . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Many products are made from plant sap . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
Maple syrup is made from reduced sugar maple xylem sap . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"In regular play , two defencemen play with three forwards and a goaltender on the ice . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Nowadays the creation of town and parish councils is encouraged in unparished areas . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
There exist computable numbers for which a rounded value can never be determined no matter how many digits are calculated . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"By the early 1990s , a wide array of companies had their own diet refreshments on supermarket shelves . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"Net Applications bases its usage share on statistics from 40,000 websites having around 160 million unique visitors per month . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
It is estimated that approximately half of all proteins contain a metal . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Bird banders have found that only 25  of juvenile American robins live through their first year . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Shores are influenced by the topography of the surrounding landscape , as well as by water induced erosion , such as waves . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Gas chambers have been used for capital punishment in the United States to execute death row inmates . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The German people and troops disliked the idea of going against Dutch neutrality . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The garrote is known to have been used in the first century BC in Rome . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"Psychology is the scientific study of human behavior , mental functioning , and experience . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Sea levels can be affected by many factors and are known to have varied greatly over geological time scales . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"The gharial 's snout is very long and narrow , with 27 to 29 upper and 25 or 26 lower teeth on each side . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
The radula is wide and has exactly nine teeth . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Nitromethane is added to the fuel for more power and to make the engine easier to tune . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"By 1947 , penicillin had become the standard treatment for syphilis . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Low - pressure O is used in space suits , surrounding the body with the gas . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Distances measured in fractions of a parsec usually involve objects within the same star system . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Urinary tract symptoms are frequently lacking in the elderly . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"The throwback uniforms would have an impact on future seasons in the NHL , as several teams adopted throwbacks as alternate jerseys . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Fluids can contain suspended solid matter consisting of particles of many different sizes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Pi bonds result from overlap of atomic orbitals that are in contact through two areas of overlap . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
It is the science of the endocrine system and hormones in a wide range of animals . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
There are several alternatives to measuring the size of an angle by the angle of rotation . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
The original motivation for choosing the degree as a unit of rotations and angles is unknown . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
More than half of the original vegetation of the islands are cleared . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Race length can be determined by a number of laps or total time , in which case the number of remaining laps is calculated as the race progresses . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
"Eugenia is a large asteroid , with a diameter of 214 km . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
The park was declared a reserve in 1964 and on 12 June 1981 it became the 28th national park of Thailand . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
Violent scenes were removed from the movie to achieve an R rating rather than an X rating . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"People associate certain colors with certain flavors , and the color of food can influence the perceived flavor in anything from candy to wine . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"The stick used to hit billiard balls , called a billiards cue , is different in some ways from the typical pool cue . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"The bats ' most distinguishing feature is that their forelimbs are developed as wings , making them the only mammals capable of flight . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
Medical testing for sexually transmitted infections is important for prevention . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"During the early settlement of Australia by Europeans , the notion became commonly held that the bunyip was an unknown animal that awaited discovery . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"Today VOIS unites more than 3,500 performers and hundreds of record-labels in different music styles . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The hot air balloon is the oldest form of flying technology that can successfully carry people . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Alcock was one of the leading pre-Reformation divines ; he was a man of deep learning and also of great proficiency as an architect . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"In the interwar years urban London further expanded , with the expansion of public transport , and the setting up of new industries outside inner London . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
The Tentative List consists of sites which have been nominated . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
The authors ' claim that nuclear power and clean coal are not clean technologies . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
In 2016 Cocks was diagnosed with kidney cancer . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
"Adults are rarely seen in the open , and often live in burrows that are usually two feet from the surface . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Timber is generally pale pink to pinkish brown in color , often with distinctive light grey streaks . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"However , this usage means that cheap handcuffs are used in times where steel ones would normally be unused for long times . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Today twelve volumes including more than 4170 items and more than 4000 illustrations and photographs can be retrieved by the user . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"In Sweden , the phenomenon was booming by the mid and late 1980s . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The eyes of the mantis shrimp are mounted on mobile stalks and can move independently of each other . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"To date , one Class 01  5 registered locomotive has been preserved . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
This is a list of buildings currently under construction or proposed that are planned to reach 150 m in height . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
They differ from giraffes as their ossicones are from different bones . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
There are a wide range of giant-class stars and several subdivisions are commonly used to identify smaller groups of stars . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"This species probably lived near a freshwater lake , probably hunting for other small creatures that lived in the same habitat . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"The race for natural resources will be hard , the biocapacity of the world will be exploited more and more . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
The biological model of lust is different from love because it is more like hunger or thirst . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The answer comes out the same both ways because addition is associative . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Fold mountains occur when two plates collide . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
Geography as a discipline can be split broadly into two main subsidiary fields  human geography and physical geography . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
A similar tie-breaking rule is round half to odd . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Bearded seals are about 2. 1 m to 2. 7 m in nose- to-tail length . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The development of explosive artillery shells made the use of iron armor plate on warships necessary . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Spelling was diagnosed with oral cancer in 2001 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
Rarely parasites can cause abscesses and this is more common in the developing world . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"This species stings in response to being stepped on or grabbed , but generally avoids conflict . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Woven fabric is more elastic as well as more fluid in the bias direction , compared to the straight and cross grains . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
The common chimpanzee is listed on the IUCN Red List as an endangered species . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"The Gran Valira is a tributary to the Segre , which in turn is a tributary to the Ebro . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Avant - garde represents a going against what is accepted as the norm , especially in culture . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"For 95 - 97  of cases , infection is resolved after one dose of metronidazole . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"With such a large impact , debris was most likely scattered globally , but has since been worn away . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
The narrow coastal plain rises rapidly into several mountain ranges . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
The first event on the para-alpine program is the downhill . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
The towns which compound this department nowadays had different origin . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"As instrumentation has improved , distant objects can now be examined in more detail . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"No matter how advanced the semiconductor process or how fast the switching speed , this places a practical limit on how many instructions can be simultaneously dispatched . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",28
Zika virus can also spread by sexual transmission from infected men to their partners . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Because of the lack of predators even the bats spend most of their time on the ground . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The reason that Specialized was based on Special English is related to their respective usage . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Originally the service had been provided by two -axle motor cars . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Perspective drawings have a horizon line , which is often implied . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Convenience stores usually charge higher prices than conventional grocery stores or supermarkets . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Both forms of cardamom are used to add flavor to both food and drink , as cooking spices and as a medicine . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Bird eggs are a common food and one of the most versatile ingredients used in cooking . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"The fruit is usually eaten by cutting it in half , then scooping out the pulp with a spoon . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
All participants are timed or have a distance measured and this is their end result . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"In some rhythm games , the screen will display an avatar who performs in response to the player 's button-presses . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Before the 21st century , the evolutionary history of the flying squirrel was often debated . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Grebes make their nest from plants found in the water . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Additives are often added to rocket propellants to modify their burn properties . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Bidatsu suffered from an unknown disease which afflicted him with sores . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
European perch lives in water which contains no salt or very little salt . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The Galapagos shark is circumtropical in distribution with a preference for waters surrounding oceanic islands . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Ringed seals eat a wide variety of small prey . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"American carrier aircraft had difficulty locating the target , despite the positions they had been given . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
During this period many design houses began to hire artists to sketch or paint designs for garments . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The relationships between the queen and the breeding males may last for many years . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Humans have managed to construct lighter than air vehicles that raise off the ground and fly , due to their floating in air and water . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
The Court ruled 7 - 2 that the death penalty is not always cruel and unusual punishment . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The autism rights movement is sometimes controversial . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
"The magazine is published monthly , and additional map supplements are also included with subscriptions . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The landscape is mostly made of meadows . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
"He was the 6th child in the family , though two of his siblings were from his father 's first marriage . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
Many different theories attempt to explain the nature and function of love . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"The Western Interior Seaway was a shallow sea , filled with abundant marine life . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
